Nhash ID,Variable Name,Field Name,Description,Data Type,Numeric Type,Unit,Min,Max,Step,Resource Type,Nullable,Null Represents,BICAN UUID,Parent Variable,Resource Subgroup,Value Set (code/#/label)
"",family_history,Family History,"","","","","","","","","","","","","",""
PD-LVLVLF29,family_history_available,Family History Available,Is family history available?,categorical,"","","","","",Donor,Yes,"",c88bf4dc-5a7c-4f70-a773-e6bbb5a12ec9,Family History,Family History,1/#/Yes2/#/No
PD-XKXKRP41,relative_type,Relative Type,How the family member is related to the donor. NBB codes should be used here.,categorical,"","","","","",Donor,Yes,"",1adef34c-bb96-4dd0-bc87-51868f2ddc3f,Family History,Family History,"PV000305/#/Biological MotherPV000306/#/Biological FatherPV000307/#/Full siblingPV000308/#/Half siblingPV000309/#/ChildPV000310/#/Maternal grandmotherPV000311/#/Paternal grandmotherPV000312/#/Maternal grandfatherPV000313/#/Paternal grandfatherPV000314/#/Maternal auntPV000315/#/Paternal auntPV000316/#/Maternal unclePV000317/#/Paternal unclePV000318/#/Maternal niece/nephewPV000319/#/Paternal niece/nephewPV000320/#/Maternal cousinPV000321/#/Paternal cousinPV000322/#/GrandchildPV000323/#/Great-grandchildPV000324/#/Other, specify"
PD-CRCRNG61,relative_type_specify,Relative Type Specify,"If ""Other, specify"" was provided for ""relative_type,"" further details could be provided here",text,"","","","","",Donor,Yes,"",094064a1-362c-4b75-8556-6b874c843fdb,Family History,Family History,""
PD-COCOGO26,condition_type,Condition Type,The type of condition the family member has. An NBB code should be provided here.,categorical,"","","","","",Donor,Yes,"",030c8275-04c0-4e4f-9f68-48fd0f559250,Family History,Family History,"PV000259/#/Alzheimer's diseasePV000260/#/Amyotrophic lateral sclerosis (ALS)PV000261/#/AtaxiaPV000262/#/AutismPV000263/#/Bi-polar disorderPV000265/#/Brain aneurysmPV000266/#/CancerPV000270/#/DementiaPV000271/#/DepressionPV000272/#/Diabetes mellitusPV000273/#/DystoniaPV000274/#/EpilepsyPV000276/#/Heart diseasePV000295/#/HypertensionPV000281/#/Memory lossPV000282/#/MigrainesPV000284/#/Multiple sclerosisPV000285/#/Muscle diseasePV000286/#/Parkinson's diseasePV000288/#/SchizophreniaPV000290/#/StrokePV000292/#/Suicide or suicide attemptPV000293/#/Tourette syndromePV000294/#/Other, specify"
PD-CICIRN46,condition_type_specify,Condition Type Specify,"If ""Other, specify"" was provided for ""condition_type_specify,"" further details could be provided here",text,"","","","","",Donor,Yes,"",a1ed23dc-3cd5-41c8-87f6-58604fc66a70,Family History,Family History,""
"",infectious_disease_testing,Infectious Disease/Serology Testing,"","","","","","","","","","","","","",""
PD-KEKECT43,test_name,Test Name,The infectious disease test,categorical,"","","","","",Donor,Yes,"",b6865e15-7538-4890-be99-a6f9e9920af3,Infectious Disease/Serology Testing,Infectious Disease/Serology Testing,"1/#/Hepatitis C Antibody 2/#/Hepatitis B Surface Antigen3/#/Hepatitis B Surface Antibody4/#/Hepatitis B Core Antibody5/#/HIV-1/HIV-2 Plus O Antibody6/#/HIV-1/HIV-2 7/#/HIV-1 Antibody8/#/COVID-19 Virus (RT-PCR)9/#/Other, specify"
PD-WYWYEX56,test_result,Result,The result of the infectious disease test,categorical,"","","","","",Donor,Yes,"",c14ea006-662c-4666-bfd1-6ff580c403ed,Infectious Disease/Serology Testing,Infectious Disease/Serology Testing,1/#/Positive (Reactive) 2/#/Negative (Non-Reactive)3/#/Pending Result4/#/Borderline
PD-FLEXCT43,tissue_source,Testing Tissue Source,The source tissue for which the infectious disease testing was performed,categorical,"","","","","",Donor,Yes,"",42f8e11b-d9a3-48fe-ac1e-cd6f4469de46,Infectious Disease/Serology Testing,Infectious Disease/Serology Testing,1/#/Whole Blood2/#/Plasma3/#/Brain4/#/Nasal Swab5/#/Serum6/#/Other7/#/Unknown
"",toxicology_screening,Toxicology Screening,"","","","","","","","",Yes,"","","","",""
PD-OUOUGO26,drugs_found,Drugs Found,Drugs found in the toxicology screening,categorical,"","","","","",Donor,Yes,"",e35b53f1-0daa-4b5b-9246-cfba52f61bfb,Toxicology Screening,Toxicology Screening,"1/#/10-Hydroxycarbazepine2/#/2-Furanylfentanyl3/#/4-ANPP4/#/6-Beta-Naltrexol - Free5/#/6-Monoacetylmorphine6/#/7-Amino Clonazepam7/#/7-Amino Flunitrazepam8/#/9-Hydroxyrisperidone9/#/Acetaminophen10/#/Acetone11/#/Acetyl Fentanyl12/#/Acrylfentanyl13/#/Alfentanil14/#/Alpha-Hydroxyalprazolam15/#/Alpha-Hydroxyetizolam16/#/Alprazolam17/#/Amitriptyline18/#/Amlodipine19/#/Amoxapine20/#/Amphetamine21/#/Aripiprazole22/#/Atomoxetine23/#/Atropine24/#/Barbiturates25/#/Benzodiazepines26/#/Benzoylecgonine27/#/Benztropine28/#/Bromazepam29/#/Brompheniramine30/#/Buprenorphine31/#/Buprenorphine / Metabolite32/#/Bupropion33/#/Bupropion Metabolite34/#/Buspirone35/#/Butalbital36/#/Butorphanol37/#/Butylone38/#/Butyrylfentanyl39/#/Caffeine40/#/Cannabinoids41/#/Carbamazepine42/#/Carbamazepine-10,11-Epoxide43/#/Carfentanil44/#/Carisoprodol45/#/Chlordiazepoxide46/#/Chlorpheniramine47/#/Chlorpromazine48/#/Citalopram / Escitalopram49/#/Clobazam50/#/Clomipramine51/#/Clonazepam52/#/Clonazolam53/#/Clonidine54/#/Clozapine55/#/Cocaethylene56/#/Cocaine57/#/Cocaine / Metabolites58/#/Codeine59/#/Cotinine60/#/Cyclobenzaprine61/#/Cyclopropylfentanyl62/#/Delorazepam63/#/Desalkylflurazepam64/#/Descarboethoxyloratadine65/#/Desipramine66/#/Desmethylcitalopram67/#/Desmethylclomipramine68/#/Desmethyldoxepin69/#/Desmethylloperamide70/#/Desmethylmirtazapine71/#/Desmethylsertraline72/#/Desmethyltrimipramine73/#/Dextro / Levo Methorphan74/#/Dextrorphan / Levorphanol75/#/Diazepam76/#/Dibutylone77/#/Dicyclomine78/#/Dihydrocodeine / Hydrocodol79/#/Diltiazem80/#/Diphenhydramine81/#/Donepezil82/#/Doxepin83/#/Doxylamine84/#/Duloxetine85/#/Duloxetine Breakdown Product86/#/EDDP87/#/Ephedrine88/#/Ephedrine / Pseudoephedrine89/#/Estazolam90/#/Eszopiclone / Zopiclone91/#/Eszopiclone / Zopiclone Breakdown92/#/Ethanol93/#/Ethinamate94/#/Ethosuximide95/#/Ethotoin96/#/Ethylmorphine97/#/Etizolam98/#/Felbamate99/#/Fentanyl100/#/Flecainide101/#/Flubromazepam102/#/Flubromazolam103/#/Fluconazole104/#/Flunitrazepam105/#/Fluoxetine106/#/Fluphenazine107/#/Flurazepam108/#/Fluvoxamine109/#/Gabapentin110/#/Gabapentin Breakdown Product111/#/Guaifenesin112/#/Haloperidol113/#/Hexobarbital114/#/Hydrocodone115/#/Hydromorphone116/#/Hydroxybupropion117/#/Hydroxychloroquine118/#/Hydroxyethylflurazepam119/#/Hydroxytriazolam120/#/Hydroxyzine121/#/Ibuprofen122/#/Iloperidone123/#/Imipramine124/#/Isopropanol125/#/Ketamine126/#/LSD127/#/Lacosamide128/#/Lamotrigine129/#/Levamisole130/#/Levetiracetam131/#/Lidocaine132/#/Loperamide133/#/Loratadine134/#/Lorazepam135/#/Loxapine136/#/MDA137/#/MDEA138/#/MDMA139/#/Meclizine140/#/Memantine141/#/Meperidine142/#/Mepivacaine143/#/Meprobamate144/#/Mescaline145/#/Mesoridazine146/#/Metaxalone147/#/Methadone148/#/Methamphetamine149/#/Methanol150/#/Methaqualone151/#/Methocarbamol152/#/Methoxetamine153/#/Methylphenidate154/#/Metoprolol155/#/Metronidazole156/#/Midazolam157/#/Milnacipran158/#/Mirtazapine159/#/Mitragynine160/#/Monoethylglycinexylidide (MEGX)161/#/Morphine162/#/N-Acetylprocainamide163/#/N-ethyl Pentylone164/#/Nalbuphine165/#/Naloxone166/#/Naltrexone167/#/Naltrexone - Free168/#/Naproxen169/#/Naproxen Breakdown Product170/#/Nicotine171/#/Norbuprenorphine - Free172/#/Norclozapine173/#/Norcodeine174/#/Norcyclobenzaprine175/#/Nordiazepam176/#/Norfentanyl177/#/Norflunitrazepam178/#/Norfluoxetine179/#/Norhydroxyzine180/#/Norketamine181/#/Normeperidine182/#/Norpropoxyphene183/#/Norpseudoephedrine184/#/Norpseudoephedrine / Phenylpropanolamine185/#/Nortriptyline186/#/O-Desmethyltramadol187/#/O-Desmethylvenlafaxine188/#/Olanzapine189/#/Ondansetron190/#/Opiates191/#/Other Findings192/#/Oxazepam193/#/Oxycodone194/#/Oxycodone / Oxymorphone195/#/Oxymorphone196/#/Papaverine197/#/Paroxetine198/#/Pentazocine199/#/Pentobarbital200/#/Perphenazine201/#/Phenazepam202/#/Phencyclidine203/#/Pheniramine204/#/Phenobarbital205/#/Phensuximide206/#/Phentermine207/#/Phenylethylmalonamide (PEMA)208/#/Phenylpropanolamine209/#/Phenyltoloxamine210/#/Phenytoin211/#/Primidone212/#/Procainamide213/#/Prochlorperazine214/#/Promazine215/#/Promethazine216/#/Propofol217/#/Propoxyphene218/#/Protriptyline219/#/Pseudoephedrine220/#/Psilocin221/#/Pyrilamine222/#/Quetiapine223/#/Quinidine224/#/Quinine225/#/Risperidone226/#/Rufinamide227/#/Salicylates228/#/Scope Statement229/#/Secobarbital230/#/Sertraline231/#/Sildenafil232/#/Strychnine233/#/Sufentanil234/#/Tadalafil235/#/Tapentadol236/#/Temazepam237/#/Tetrahydrozoline238/#/Theobromine239/#/Theophylline240/#/Thioridazine241/#/Thiothixene242/#/Ticlopidine243/#/Topiramate244/#/Topiramate Breakdown Product245/#/Tramadol246/#/Tramadol Metabolite247/#/Trazodone248/#/Triazolam249/#/Trifluoperazine250/#/Trimethoprim251/#/Trimipramine252/#/Triprolidine253/#/U-47700254/#/Valerylfentanyl255/#/Vardenafil256/#/Venlafaxine257/#/Venlafaxine Metabolite258/#/Verapamil259/#/Warfarin260/#/Xylazine261/#/Yohimbine262/#/Zaleplon263/#/Ziprasidone264/#/Zolpidem265/#/Zonisamide266/#/alpha-PVP267/#/cis-3-Methylfentanyl268/#/mCPP269/#/para-Fluoroisobutyrylfentanyl270/#/trans-3-Methylfentanyl271/#/Other findings, specify"
PD-XDXDOO47,drugs_found_specify,Drugs Found Specify,"If ""Other findings, specify"" was picked for ""drugs_found,"" further information could be provided here",text,"","","","","",Donor,Yes,"",ec3f7c47-9062-4b66-ba80-a9355a388bc0,Toxicology Screening,Toxicology Screening,""
PD-XKXKDZ58,toxicology_result,Toxicology Result,Toxicology screening results,text,"","","","","",Donor,Yes,"",2cf1a1af-1ece-4ef7-b513-e4d1949f237c,Toxicology Screening,Toxicology Screening,""
PD-EWEWVR50,toxicology_report_level,Toxicology Report Level,Toxicology Report level,text,"","","","","",Donor,Yes,"",594179b0-c744-40a4-958d-fc81461b4b74,Toxicology Screening,Toxicology Screening,""
PD-NYNYJC57,toxicology_units,Toxicology Units,Units for the Toxicology Level,text,"","","","","",Donor,Yes,"",6f124149-50de-489d-b9e2-f198b2b9857d,Toxicology Screening,Toxicology Screening,""
"",neuropathological_diagnoses,Neuropathological Diagnoses,"","","","","","","","","","","","","",""
PD-OTALRZ37,neuropathology_diagnosis,Neuropathology Diagnosis Available,are any neuropathological diagnosis available?,categorical,"","","","","",Donor,Yes,"",87f6d251-e028-4480-9272-3497655fb9cd,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-NCMNSS51,neuropathology_diagnosis_code,Neuropathology Diagnosis ICD-10 Codes,The ICD-10 codes for the neuropathological diagnoses,text,"","","","","",Donor,Yes,"",784e9cc1-7258-4535-a6d5-f7f9a4c2da4b,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-FUFUAD38,artifacts,Artifacts,Any artifacts available?,categorical,"","","","","",Donor,Yes,"",b344b605-21dd-4e06-9104-21005179026f,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-NCNCRC24,artifacts_type,Artifacts Type,The type of artifacts,categorical,"","","","","",Donor,Yes,"",dc217b9b-ed6b-48e2-93b4-4f648dc395f7,Neuropathological Diagnoses,Neuropathological Diagnoses,"1/#/gross: brain removal/dissection2/#/microscopic: autolysis3/#/Other, specify"
PD-XSXSLW44,artifacts_type_specify,Artifacts Type Specify,"If ""Other, specify"" was picked for ""artifacts_type,"" further details can be provided here",text,"","","","","",Donor,Yes,"",ae11485d-dfc6-45fe-9d22-1d0bf7244d7c,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-MVMVIB34,developmental,Developmental,Are any developmental neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",c259cdc2-7c68-48de-ab57-57328f3bddfa,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-TYTYOO47,developmental_type_specify,Developmental Type Specify,The developmental neuropathology diagnoses specified,text,"","","","","",Donor,Yes,"",bee7d477-2dec-4bf5-878e-a105a0054366,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-AMAMCA52,inflammatory,Inflammatory,Are inflammatory neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",05e83583-078d-4a1e-892d-e6f611e5a0b8,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-MAMATE52,inflammatory_type_specify,Inflammatory Type Specify,The inflammatory neuropathology diagnoses specified,text,"","","","","",Donor,Yes,"",616ba8d8-ced3-4f3e-b1ca-7103eb7a2c94,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-CICINY46,infectious,Infectious,Are infectious neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",266f5fb8-716b-4472-be30-4a94b62f2245,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-TYTYTE52,infectious_type_specify,Infectious Type Specify,The infectious neuropathology diagnoses specified,text,"","","","","",Donor,Yes,"",c73cea5e-44d1-4dd9-b55e-3c6ef5dd2ef2,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-PIPIRP41,traumatic,Traumatic,Are traumatic neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",a00497c0-376f-4b2e-b60e-d6add2af41dc,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-DRDRCT43,traumatic_type,Traumatic Type,The type of traumatic neuropathology diagnosis,categorical,"","","","","",Donor,Yes,"",01d2f488-f30b-40e0-913f-c9adc6b39b97,Neuropathological Diagnoses,Neuropathological Diagnoses,"1/#/Contusion2/#/Chronic traumatic encephalopathy3/#/Other, specify"
PD-FXFXEE63,traumatic_type_specify,Traumatic Type Specify,"If ""Other, specify"" is provided for ""traumatic_type,"" traumatic neuropathology diagnoses can be discussed here",text,"","","","","",Donor,Yes,"",aa574a9a-a3d0-4a07-bf8b-9db4a1110a88,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-YIYIKM58,vascular,Vascular,Are vascular neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",b02d8386-d059-42a8-94cb-751d56b15b3a,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-RIRITM45,vascular_type,Vascular Type,The type of vascular neuropathology diagnosis,categorical,"","","","","",Donor,Yes,"",5beafa90-ffdb-4cce-a78c-a3b3175210b6,Neuropathological Diagnoses,Neuropathological Diagnoses,"1/#/Acute infarct2/#/Chronic infarct3/#/Hemorrhage4/#/Other, specify"
PD-GLGLRK65,vascular_type_specify,Vascular Type Specify,"If ""Other, specify"" is provided for ""vascular_type,"" vascular neuropathology diagnoses can be discussed here",text,"","","","","",Donor,Yes,"",543acbbb-9da4-4e24-a9d7-c0642aa33f32,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-JBJBCN35,neoplastic,Neoplastic,Are neoplastic neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",3f52a0e9-6469-46d3-8ed5-3cdb8afdc259,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-NENERZ37,neoplastic_type,Neoplastic Type,The type of neoplastic neuropathology diagnosis,categorical,"","","","","",Donor,Yes,"",a58be8f4-2756-4a66-9d05-1fbf44b4e810,Neuropathological Diagnoses,Neuropathological Diagnoses,"1/#/Intrinsic2/#/Metastasis3/#/Other, specify"
PD-UJUJJC57,neoplastic_type_specify,Neoplastic Type Specify,"If ""Other, specify"" is provided for ""neoplastic_type,"" neoplastic neuropathology diagnoses can be discussed here",text,"","","","","",Donor,Yes,"",b9e8aead-fdf3-453e-a46b-fcb01d661f8f,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-GIGIGO26,aging,Aging,Are aging-related neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",40e3caa7-657b-4137-9879-07e6b29bae14,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-WNWNRC24,aging_type,Aging Type,The type of aging-related neuropathology diagnosis,categorical,"","","","","",Donor,Yes,"",5e31b66f-131e-4d5e-8760-ddd85f5634d5,Neuropathological Diagnoses,Neuropathological Diagnoses,"1/#/pTau2/#/pTDP-434/#/atherosclerosis5/#/arteriolosclerosis3/#/Other, specify"
PD-UAUALW44,aging_type_specify,Aging Type Specify,"If ""Other, specify"" is provided for ""aging_type,"" aging-related neuropathology diagnoses can be discussed here",text,"","","","","",Donor,Yes,"",8667d972-175c-430a-ac5e-656563e75736,Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-CZCZRZ37,neurodegenerative,Neurodegenerative,Are neurodegenerative neuropathology diagnoses available?,categorical,"","","","","",Donor,Yes,"",764d80ce-7a83-4e68-92df-34a416475e1b,Neuropathological Diagnoses,Neuropathological Diagnoses,1/#/Yes2/#/No
PD-PEPERZ37,neurodegenerative_type,Neurodegenerative Type,The type of neurodegenerative neuropathology diagnosis,categorical,"","","","","",Donor,Yes,"",b150b62c-a968-4f5d-9aa3-d1ab5207ff83,Neuropathological Diagnoses,Neuropathological Diagnoses,"1/#/Beta Amyloid2/#/pTau3/#/pTDP-434/#/alpha-synuclein5/#/Other, specify"
PD-JZJZJC57,neurodegenerative_type_specify,Neurodegenerative Type Specify,"If ""Other, specify"" is provided for ""neurodegenerative_type,"" neurodegenerative neuropathology diagnoses can be discussed here",text,"","","","","",Donor,Yes,"",d422d827-539f-4d10-b09d-0f4be00d7c91,Neuropathological Diagnoses,Neuropathological Diagnoses,""
"",slab_collection_fields,Slab Collection Fields,"","","","","","","","","","","","","",""
PD-IQIQIB34,brain_subdivision,Brain Subdivision,The subdivision of the brain the slabs in the collection belongs to,categorical,"","","","","",Slab Collection,Yes,"","",Slab Collection Fields,Anatomical/Biological Properties,cerebrum/#/cerebrumcerebellum/#/cerebellumbrainstem/#/brainstemspinal cord/#/spinal cordcerebellum + brainstem/#/cerebellum + brainstemwhole brain/#/whole brain
PD-IBIBQB42,slab_collection_hemisphere,Slab Hemisphere in Slab Collection,The hemisphere of the brain the slab collection in the collection belongs to,categorical,"","","","","",Slab Collection,Yes,"","",Slab Collection Fields,Anatomical/Biological Properties,left/#/leftright/#/right
PD-MDYEXP37,number_of_slabs,Number of Slabs in the Image,Number of slabs in the image,numeric,integer,"",1,50,1,Slab Collection,Yes,"","",Slab Collection Fields,Dimensions,""
PD-HPHPZR57,thickness,Thickness,The thickness of the slabs in the collection in millimeters ,numeric,decimal,mm,0,100,0.01,Slab Collection,Yes,"","",Slab Collection Fields,Dimensions,""
PD-IGGZRI32,anatomical_direction_top_btm,Anatomical Direction (Top to Bottom),Top to bottom anatomical direction of the slabs in the collection,categorical,"","","","","",Slab Collection,Yes,"","",Slab Collection Fields,Orientation and Direction,anterior-to-posterior/#/anterior-to-posteriorposterior-to-anterior/#/posterior-to-anteriordorsal-to-ventral/#/dorsal-to-ventralventral-to-dorsal/#/ventral-to-dorsalleft-to-right/#/left-to-rightright-to-left/#/right-to-leftmedial-to-lateral/#/medial-to-laterallateral-to-medial/#/lateral-to-medialrostral-to-caudal/#/rostral-to-caudalcaudal-to-rostral/#/caudal-to-rostral
PD-VEYQEV39,anatomical_direction_left_right,Anatomical Direction (Left to Right),Left to right anatomical direction of the slabs in the collection,categorical,"","","","","",Slab Collection,Yes,"","",Slab Collection Fields,Orientation and Direction,anterior-to-posterior/#/anterior-to-posteriorposterior-to-anterior/#/posterior-to-anteriordorsal-to-ventral/#/dorsal-to-ventralventral-to-dorsal/#/ventral-to-dorsalleft-to-right/#/left-to-rightright-to-left/#/right-to-leftmedial-to-lateral/#/medial-to-laterallateral-to-medial/#/lateral-to-medialrostral-to-caudal/#/rostral-to-caudalcaudal-to-rostral/#/caudal-to-rostral
PD-MXMXAD38,anatomical_direction_across_slabs,Anatomical Direction (Across Slabs),Anatomical direction across slabs in the collection,categorical,"","","","","",Slab Collection,Yes,"","",Slab Collection Fields,Orientation and Direction,anterior-to-posterior/#/anterior-to-posteriorposterior-to-anterior/#/posterior-to-anteriordorsal-to-ventral/#/dorsal-to-ventralventral-to-dorsal/#/ventral-to-dorsalleft-to-right/#/left-to-rightright-to-left/#/right-to-leftmedial-to-lateral/#/medial-to-laterallateral-to-medial/#/lateral-to-medialrostral-to-caudal/#/rostral-to-caudalcaudal-to-rostral/#/caudal-to-rostral
PD-LZLZBU49,local_slab_ids,Local Slab IDs,The identifiers given to the slabs in the collection by the brain bank,text,"","","","","",Slab Collection,No,"","",Slab Collection Fields,Identification,""
PD-TVOBTM45,visible_slab_face,Visible Slab Face,The visible face of the slabs in the photograph,categorical,"","","","","",Slab Collection,Yes,"","",Slab Collection Fields,Orientation and Direction,anterior/#/anteriorposterior/#/posteriordorsal/#/dorsalventral/#/ventralleft/#/leftright/#/rightmedial/#/mediallateral/#/lateralrostral/#/rostralcadual/#/cadual
"",slab,Slab,"","","","","","","","","","","","","",""
PD-WKWKFB34,slab_local_name,Local Slab ID,The identifier given to the slab by the brain bank,text,"","","","","",Slab,No,"","",Slab,Identification,""
PD-DECRDO36,slab_nhash_id,NHash Slab ID,NIMP generated globally unique identifier for a slab,text,"","","","","",Slab,No,"","",Slab,Identification,""
"",specimen_request,Specimen Request,"","","","","","","","","","","","","",""
PD-JVJVLD43,user_database_id,User ID,NIMP database id for the user who made the request,numeric,integer,"","","","",Specimen Request,No,"","",Specimen Request,Identification,""
PD-PBHITM41,name,Request Title,The title of the request as provided by the requester,text,"","","","","",Specimen Request,No,"","",Specimen Request,Identification,""
PD-QARGVR50,desc,Request Description,The description of the request as provided by the requester,text,"","","","","",Specimen Request,Yes,"","",Specimen Request,Identification,""
PD-WDXHFD55,status,Request Status,The status of a request,categorical,"","","","","",Specimen Request,No,Draft,"",Specimen Request,Statuses,Submitted/#/SubmittedUnder Review/#/Under ReviewRejected/#/RejectedShipped/#/ShippedDelivered/#/Delivered
PD-SQIIHS40,specimen_request_uuid,Request UUID,The UUID of the request,text,"","","","","",Specimen Request,No,"","",Specimen Request,Identification,""
PD-NENERP41,request_type,Request Type,"The type of specimen request. Currently, this is only used internally within NIMP to implement different logic",categorical,"","","","","",Specimen Request,No,"","",Specimen Request,Identification,selected/#/selectedgeneral/#/general
PD-CPHITM41,first_name,Requestor First Name,The first name of the requester,text,"","","","","",Specimen Request,No,"","",Specimen Request,Requester details,""
PD-PHDGTM41,last_name,Requestor Last Name,The last name of the requester,text,"","","","","",Specimen Request,No,"","",Specimen Request,Requester details,""
PD-AHCANG61,country,Requestor Country,The country of the requester,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-GUFTVG28,address_1,Requestor Address 1,Line 1 of the requester's address,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-VVUHHA29,address_2,Requestor Address 2,Line 2 of the requester's address,text,"","","","","",Specimen Request,Yes,"","",Specimen Request,Shipping details,""
PD-IPTGTM41,state,Requestor State,The state of the requester,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-TODSTM41,zip_code,Requestor Zip/Postal Code,The zip code of the requester,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-ATTAPI37,preferred_shipping_carrier,Associated Shipping Carrier,Preferred carrier indicated by the requester,categorical,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,FedEx/#/Federal Express (FedEx)UPS/#/United Parcel Service (UPS)USPS/#/United States Postal Service (USPS)
PD-EPEPGG39,carrier_account_number,Carrier Account Number,The carrier account number of the preferred carrier provided by the requester ,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-IJIJNJ42,signing_official_firstname,Signing Official First Name,The first name of the official who signs off the request,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-DQDQNJ42,signing_official_lastname,Signing Official Last Name,The last name of the official who signs off the request,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-CFCFBU49,signing_official_email,Signing Official Email,The email of the official who signs off the request,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-WRWRWQ40,query_id,Related Query ID,The database id of the search the request was based on. Users search for slabs and proceed to make requests based on the search results.,numeric,integer,"","","","",Specimen Request,No,"","",Specimen Request,Identification,""
PD-FEFEAD38,agreement_status,Agreement Status,The status of the signed Material Transfer Agreement,categorical,"","","","","",Specimen Request,No,"","",Specimen Request,Statuses,true/#/truefalse/#/false
PD-DWDWJU42,shipping_date,Shipping Date,The shipping date of the specimen as provided by the brain bank,date,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-XVXVXI56,tracking_number,Tracking Number,Tracking number of the specimen shipping as provided by the brain bank,text,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
PD-JSJSFD55,shipping_provider,Shipping Provider,The shipping provider of the specimen shipment as indicated by the brain bank,categorical,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,FedEx/#/Federal Express (FedEx)UPS/#/United Parcel Service (UPS)USPS/#/United States Postal Service (USPS)
PD-JWJWFE27,delivery_date,Delivery Date,The delivery date of specimen shipment as provided by the requester,date,"","","","","",Specimen Request,No,"","",Specimen Request,Shipping details,""
"",tissue,Tissue,"","","","","","","","","","","","","",""
PD-LJCRCC35,tissue_sample_local_name,Local Tissue Name,Identifier name for final intact piece of tissue before cell or nuclei prep. This piece of tissue will be used in dissociation and has an ROI associated with it.,text,"","","","","",Tissue,No,"",2e4ca2fc-2d77-4d19-af45-d0fb7bbc2269,Tissue,Identification,""
PD-IJIKNJ42,tissue_nhash_id,Tissue NHash ID,NIMP generated globally unique identifier for a tissue,text,"","","","","",Tissue,No,"","",Tissue,Identification,""
PD-RIZJVU43,tissue_sample_preparation_date,Tissue Preparation Date,Date of Tissue sample preparation,date,"","","","","",Tissue,Yes,"","",Tissue,Preparation,""
